ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-908569,2,23/08/2021 17:19,23/08/2021 19:28,34.011752,-118.159226,34.010254,-118.159733,0.107,Slow traffic from Union Pacific Ave to I-5 N due to accident.,1437, S Atlantic Blvd,R,Los Angeles,Los Angeles,CA,90022-5015,US,US/Pacific,KCQT,23/08/2021 16:52,74,74,62,29.64,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-908570,2,21/06/2021 16:13,21/06/2021 19:01,34.01326,-118.159386,34.010248,-118.159786,0.209,Slow traffic from Union Pacific Ave to I-5 N due to accident.,1344, S Atlantic Blvd,L,Los Angeles,Los Angeles,CA,90022-5016,US,US/Pacific,KCQT,21/06/2021 15:52,75,75,57,29.74,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-908593,2,15/04/2021 09:06,15/04/2021 09:57,34.069081,-118.26111,34.069332,-118.262405,0.076,Stationary traffic from Glendale Blvd to Belmont Ave due to accident.,598, Glendale Blvd,R,Los Angeles,Los Angeles,CA,90026-6997,US,US/Pacific,KCQT,15/04/2021 09:10,60,60,55,29.83,10,VAR,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-908598,2,10/09/2021 16:40,10/09/2021 19:01,34.085215,-118.361509,34.083725,-118.359451,0.156,Stationary traffic from Waring Ave to N Ogden Dr due to accident.,753, N Fairfax Ave,L,Los Angeles,Los Angeles,CA,90046-7261,US,US/Pacific,KBUR,10/09/2021 16:53,89,89,28,29.06,10,S,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-908969,2,13/04/2021 07:12,13/04/2021 15:45,34.055448,-118.452786,34.047022,-118.446828,0.675,Stationary traffic on San Diego Fwy S - I-405 S from Wilshire Blvd to Santa Monica Blvd (CA-2) exit [55A] due to accident.,,Wilshire Blvd,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,13/04/2021 06:51,58,58,78,29.7,9,SW,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909088,2,23/11/2021 15:45,23/11/2021 17:03,33.968886,-118.248272,33.968885,-118.24767,0.034,Incident on E 77TH PL near COMPTON AVE Drive with caution.,1446, E 77th Pl,R,Los Angeles,Los Angeles,CA,90001-3014,US,US/Pacific,KCQT,23/11/2021 15:52,72,72,37,29.69,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909091,2,04/11/2021 13:20,04/11/2021 14:36,33.968008,-118.248314,33.968002,-118.247676,0.037,Incident on E 78TH ST near COMPTON AVE Drive with caution.,1446, E 78th St,R,Los Angeles,Los Angeles,CA,90001-3018,US,US/Pacific,KCQT,04/11/2021 12:52,68,68,65,29.78,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909093,2,22/08/2021 14:05,22/08/2021 16:48,33.969777,-118.24829,33.969769,-118.247668,0.036,Incident on E 77TH ST near COMPTON AVE Drive with caution.,1446, E 77th St,R,Los Angeles,Los Angeles,CA,90001-3010,US,US/Pacific,KCQT,22/08/2021 13:52,74,74,59,29.62,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909094,2,15/06/2021 14:54,15/06/2021 17:47,33.968894,-118.249919,33.968886,-118.248311,0.092,Incident on E 77TH PL near PARMELEE AVE Drive with caution.,1400, E 77th Pl,R,Los Angeles,Los Angeles,CA,90001-3014,US,US/Pacific,KCQT,15/06/2021 14:52,88,88,34,29.62,10,WSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909096,2,28/05/2021 11:24,28/05/2021 13:03,34.1056,-118.3267,34.115469,-118.336584,0.886,Incident on US-101 NB near FRANKLIN AVE Expect delays.,,Hollywood Fwy N,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,28/05/2021 11:53,72,72,49,29.15,10,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909271,2,20/08/2021 12:55,20/08/2021 19:29,34.054481,-118.20247,34.07163,-118.110429,5.4,Slow traffic on San Bernardino Fwy E - I-10 E from I-5/Golden Hwy/State St (I-10) to New Ave (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,20/08/2021 12:52,75,75,60,29.65,10,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909578,2,17/10/2021 11:09,17/10/2021 12:27,33.981609,-118.255923,33.981598,-118.252053,0.222,Incident on E 64TH ST near HOUSE 1116 Drive with caution.,1104, E 64th St,R,Los Angeles,Los Angeles,CA,90001-1615,US,US/Pacific,KCQT,17/10/2021 10:52,73,73,34,29.78,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909673,2,12/06/2021 11:14,12/06/2021 13:24,33.975166,-118.280235,33.977876,-118.280585,0.188,Accident from S Grand Ave to I-110 N.,7148, S Grand Ave,L,Los Angeles,Los Angeles,CA,90003-1885,US,US/Pacific,KHHR,12/06/2021 10:53,74,74,55,29.8,10,WSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909708,2,09/06/2021 13:55,09/06/2021 20:18,34.026248,-118.172414,33.972159,-118.168027,3.746,Stationary traffic on I-710 S - Long Beach Fwy S from 3rd St (I-710) to Florence Ave (I-710) due to accident.,,I-710 S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,09/06/2021 13:52,71,71,38,29.88,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-909769,2,08/11/2021 15:47,08/11/2021 19:48,34.033714,-118.221828,34.026277,-118.249738,1.679,Stationary traffic on I-10 W - Santa Monica Fwy W from I-5/US-101 (I-10) to Central Ave (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,08/11/2021 15:52,65,65,65,29.85,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-911882,2,28/07/2021 19:15,28/07/2021 19:49,34.037236,-118.285298,34.037275,-118.294152,0.507,Stationary traffic from Hoover St exit [12] to exit [12] due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,28/07/2021 18:52,75,75,60,29.74,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-911954,2,28/09/2021 14:18,28/09/2021 15:37,34.045763,-118.451078,34.047138,-118.446142,0.298,Slow traffic on CA-2 from Federal Ave (Santa Monica Blvd/CA-2) to I-405/San Diego Fwy (Santa Monica Blvd/CA-2) due to accident.,11408, Santa Monica Blvd,L,Los Angeles,Los Angeles,CA,90025-3070,US,US/Pacific,KSMO,28/09/2021 13:51,68,68,76,29.73,10,WSW,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-911999,2,19/12/2021 14:26,19/12/2021 16:30,33.97647,-118.235073,33.974673,-118.233776,0.145,Slow traffic from E 67th St to Albany St due to accident.,6957, S Alameda St,R,Los Angeles,Los Angeles,CA,90001-2204,US,US/Pacific,KCQT,19/12/2021 14:52,62,62,58,29.88,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912245,2,04/04/2021 09:58,04/04/2021 13:14,34.156599,-118.30298,34.154679,-118.312485,0.559,Slow traffic on CA-134 W - Ventura Fwy W from Riverside Dr/Victory Blvd (CA-134) to Forest Lawn Dr (CA-134) due to accident.,,CA-134 W,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,04/04/2021 09:52,67,67,51,29.87,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912362,2,14/09/2021 15:46,14/09/2021 17:58,34.081452,-118.225586,34.081705,-118.225334,0.023,Accident from N San Fernando Rd (N Figueroa St) to W Avenue 26 (N Figueroa St).,2000, N Figueroa St,R,Los Angeles,Los Angeles,CA,90065-1022,US,US/Pacific,KCQT,14/09/2021 15:52,76,76,54,29.67,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912440,2,26/05/2021 15:52,26/05/2021 18:06,34.055653,-118.451875,34.058393,-118.454115,0.229,Incident on I-405 NB near WILSHIRE BLVD Right shoulder closed.,,I-405 N,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,26/05/2021 15:51,67,67,68,29.83,10,SW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912441,2,20/04/2021 16:58,20/04/2021 18:41,34.055666,-118.451885,34.055714,-118.451927,0.004,Incident on I-405 NB near WILSHIRE BLVD Drive with caution.,,I-405 N,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,20/04/2021 16:51,63,63,63,29.68,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912443,2,18/09/2021 11:55,18/09/2021 14:04,34.15365,-118.31152,34.15566,-118.30754,0.267,Accident from Forest Lawn Dr to CA-134 E.,,Forest Lawn Dr,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,18/09/2021 11:53,71,71,55,29.24,10,SE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912666,2,11/12/2021 08:18,11/12/2021 21:25,34.018005,-118.176148,34.024941,-118.204181,1.675,Slow traffic on I-5 N - Santa Ana Fwy N from I-710 (I-5) to Grande Vista Ave/Exit 132B (I-5) due to accident.,,I-5 N,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,11/12/2021 07:52,49,49,46,30,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912724,2,10/10/2021 13:35,10/10/2021 15:41,34.024664,-118.246739,34.02597,-118.249157,0.165,Accident on Alameda St (I-10) from Central Ave (I-10) to I-10 W - Santa Monica Fwy W.,,I-10 W,R,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,10/10/2021 13:52,78,,39,29.75,10,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912725,2,01/07/2021 13:56,01/07/2021 16:13,34.023789,-118.243371,34.026369,-118.249881,0.413,Accident on Alameda St (I-10) from Central Ave (I-10) to I-10 W - Santa Monica Fwy W.,,I-10 W,R,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,01/07/2021 13:52,81,81,50,29.67,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912735,2,09/10/2021 14:47,09/10/2021 16:53,33.928855,-118.249278,33.928722,-118.25045,0.068,Accident on Wilmington Ave (I-105) from Central Ave (I-105) to I-105 W - Glenn Anderson Fwy W.,,Glenn Anderson Fwy W,R,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,09/10/2021 14:53,70,70,51,29.95,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912736,2,02/07/2021 18:16,02/07/2021 20:25,33.928431,-118.237792,33.928731,-118.250442,0.726,Accident on Wilmington Ave (I-105) from Central Ave (I-105) to I-105 W - Glenn Anderson Fwy W.,,Glenn Anderson Fwy W,R,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,02/07/2021 17:53,68,68,76,29.81,10,W,10,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913082,2,24/07/2021 10:59,24/07/2021 12:03,34.133486,-118.229664,34.125464,-118.228356,0.559,Slow traffic on CA-2 S - Glendale Fwy S from Colorado Blvd (CA-2) to York Blvd (CA-2) due to accident.,,CA-2 S,R,Los Angeles,Los Angeles,CA,90065,US,US/Pacific,KCQT,24/07/2021 10:52,78,78,60,29.82,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913205,2,09/12/2021 08:14,09/12/2021 10:45,34.021553,-118.36637,34.02104,-118.372466,0.351,Stationary traffic from Hauser Blvd to Bowcroft St due to accident.,5485, Obama Blvd,R,Los Angeles,Los Angeles,CA,90016-5122,US,US/Pacific,KSMO,09/12/2021 07:51,57,57,87,29.77,10,SW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913721,2,07/08/2021 12:45,07/08/2021 14:48,33.989245,-118.267508,33.989253,-118.263661,0.22,Slow traffic from S Main St (Slauson Ave) to S Central Ave (Slauson Ave) due to accident.,398, E Slauson Ave,R,Los Angeles,Los Angeles,CA,90011-5341,US,US/Pacific,KCQT,07/08/2021 12:52,80,80,52,29.72,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913774,2,22/06/2021 06:19,22/06/2021 16:29,33.974873,-118.383335,33.993744,-118.403676,1.749,Slow traffic on I-405 N - San Diego Fwy N from Florence Ave (I-405) to Braddock Dr (I-405) due to accident.,,I-405 N,R,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,22/06/2021 06:34,61,61,87,29.8,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913821,2,24/10/2021 16:59,24/10/2021 17:27,33.974629,-118.289091,33.97466,-118.280254,0.506,Slow traffic from S Vermont Ave (Florence Ave) to I-110 (Florence Ave) due to accident.,852, W Florence Ave,L,Los Angeles,Los Angeles,CA,90044-5105,US,US/Pacific,KHHR,24/10/2021 16:53,67,67,66,29.83,10,W,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913949,2,16/04/2021 08:38,16/04/2021 10:57,34.154595,-118.313344,34.154485,-118.322644,0.532,Accident on Forest Lawn Dr (CA-134) from Buena Vista St/Riverside Dr (CA-134) to CA-134 W - Ventura Fwy W.,,CA-134 W,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,16/04/2021 08:53,55,55,72,29.11,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-913978,2,30/07/2021 15:34,30/07/2021 17:37,34.032119,-118.174033,34.034236,-118.173575,0.149,Slow traffic from CA-72/Whittier Blvd (S Eastern Ave) to E Cesar E Chavez Ave (N Eastern Ave) due to accident.,339, S Eastern Ave,R,Los Angeles,Los Angeles,CA,90022-1546,US,US/Pacific,KCQT,30/07/2021 15:52,77,77,54,29.69,10,W,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914007,2,08/11/2021 07:24,08/11/2021 09:54,34.124892,-118.478488,34.122611,-118.478373,0.158,Stationary traffic from Bergreen Pl to I-405 N due to accident.,2722, N Sepulveda Blvd,R,Los Angeles,Los Angeles,CA,90049-6832,US,US/Pacific,KSMO,08/11/2021 07:51,58,58,84,29.88,4,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-914008,2,16/04/2021 12:33,16/04/2021 17:31,34.123863,-118.478718,34.122611,-118.478373,0.089,Stationary traffic from Bergreen Pl to I-405 N due to accident.,2709, N Sepulveda Blvd,L,Los Angeles,Los Angeles,CA,90049-6833,US,US/Pacific,KSMO,16/04/2021 12:51,62,62,65,29.75,10,SW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914024,2,22/12/2021 16:41,22/12/2021 19:19,34.059352,-118.254456,34.059162,-118.25417,0.021,Accident from Glendale Blvd/W 2nd St (W 1st St) to N Figueroa St/Dewap Rd (W 1st St).,1101, W 1st St,R,Los Angeles,Los Angeles,CA,90012-2004,US,US/Pacific,KCQT,22/12/2021 16:52,60,60,55,29.79,9,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914026,2,15/10/2021 17:36,15/10/2021 19:45,34.056383,-118.249744,34.055693,-118.248694,0.077,Accident from Hope St (W 1st St) to Broadway (W 1st St).,,W 1st St,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,15/10/2021 17:52,81,81,14,29.76,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-914139,2,02/11/2021 07:53,02/11/2021 08:30,34.039984,-118.296873,34.039683,-118.30032,0.198,Stationary traffic from S Budlong Ave to I-10 W due to accident.,1787, W Washington Blvd,R,Los Angeles,Los Angeles,CA,90007-1121,US,US/Pacific,KCQT,02/11/2021 07:52,56,56,90,29.97,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914232,2,29/10/2021 17:18,29/10/2021 19:20,34.03991,-118.316818,34.039208,-118.317695,0.07,Stationary traffic from S Van Ness Ave to I-10 W due to accident.,2466, W Washington Blvd,L,Los Angeles,Los Angeles,CA,90018-1452,US,US/Pacific,KCQT,29/10/2021 16:52,76,76,40,29.66,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914318,2,12/07/2021 06:34,12/07/2021 07:48,34.054515,-118.210178,34.058131,-118.214265,0.342,Stationary traffic from San Bernardino Fwy W to I-5 N due to accident.,,San Bernardino Fwy W,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,12/07/2021 06:52,70,70,76,29.69,9,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914507,2,06/06/2021 06:03,06/06/2021 08:40,33.988974,-118.338834,33.988979,-118.338262,0.033,Accident from S la Brea Ave (Slauson Ave) to Crenshaw Blvd (Slauson Ave).,3732, W Slauson Ave,L,Los Angeles,Los Angeles,CA,90043-2933,US,US/Pacific,KHHR,06/06/2021 05:53,62,62,70,29.83,10,SSE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914526,2,19/10/2021 07:27,19/10/2021 08:43,33.928388,-118.297058,33.926538,-118.305278,0.488,Incident on I-105 WB near S NORMANDIE AVE Expect delays.,,Glenn Anderson Fwy W,R,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,19/10/2021 07:53,56,56,72,29.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914557,2,18/07/2021 16:19,18/07/2021 19:06,33.945536,-118.282154,33.945537,-118.282627,0.027,Accident from I-110 (Century Blvd) to S Figueroa St (Century Blvd).,480, W Century Blvd,R,Los Angeles,Los Angeles,CA,90003-3921,US,US/Pacific,KHHR,18/07/2021 15:53,79,79,50,29.88,10,WSW,16,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914787,2,08/05/2021 18:31,08/05/2021 19:48,33.995033,-118.280942,33.994196,-118.280914,0.058,Incident on S FLOWER ST near W 52ND PL Expect delays.,407, W 52nd Pl,R,Los Angeles,Los Angeles,CA,90037-4526,US,US/Pacific,KCQT,08/05/2021 17:52,69,69,57,29.7,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914803,2,18/12/2021 15:49,18/12/2021 17:08,33.967395,-118.236923,33.967429,-118.235839,0.062,Incident on NADEAU ST near CROCKETT BLVD Drive with caution.,7911, Crockett Blvd,R,Los Angeles,Los Angeles,CA,90001-3520,US,US/Pacific,KCQT,18/12/2021 15:52,64,64,31,29.89,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-914804,2,27/11/2021 14:02,27/11/2021 15:19,33.967406,-118.238922,33.967387,-118.237954,0.055,Incident on NADEAU ST near HOUSE 1902 Right lane blocked. Expect delays.,7849, Bell Ave,R,Los Angeles,Los Angeles,CA,90001-3133,US,US/Pacific,KCQT,27/11/2021 13:52,77,77,12,29.83,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-914806,2,18/09/2021 14:43,18/09/2021 16:55,33.967424,-118.245488,33.967422,-118.244447,0.06,Accident from Compton Ave (Nadeau St) to Alameda St (Nadeau St).,1620, Nadeau St,R,Los Angeles,Los Angeles,CA,90001-3441,US,US/Pacific,KCQT,18/09/2021 14:52,72,72,55,29.82,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914807,2,16/07/2021 17:57,16/07/2021 19:36,33.967387,-118.237954,33.967395,-118.236923,0.059,Incident on NADEAU ST near MORTON AVE Drive with caution.,1928, Nadeau St,R,Los Angeles,Los Angeles,CA,90001-3502,US,US/Pacific,KCQT,16/07/2021 17:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-914808,2,10/07/2021 18:17,10/07/2021 19:56,33.967402,-118.239502,33.967406,-118.238922,0.033,Incident on NADEAU ST near WALNUT DR Drive with caution.,1866, Nadeau St,R,Los Angeles,Los Angeles,CA,90001-3455,US,US/Pacific,KCQT,10/07/2021 17:52,77,77,56,29.68,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-915091,2,07/12/2021 15:17,07/12/2021 17:40,33.962262,-118.232044,33.95741,-118.229918,0.357,Slow traffic from E 83rd St to Calden Ave due to accident.,8376, S Alameda St,L,Los Angeles,Los Angeles,CA,90001-4112,US,US/Pacific,KCQT,07/12/2021 14:52,63,63,63,29.75,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-915211,2,06/12/2021 13:55,06/12/2021 15:04,34.050277,-118.214107,34.040544,-118.218892,0.726,Stationary traffic on Golden State Fwy S - I-10 W - I-5 S from I-10 (North)/I-5 (I-10/I-5) to I-5/I-10 (South) (I-10/I-5) due to accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,06/12/2021 13:52,66,66,65,29.8,2,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
